,Customer_id,Interaction,City,State,County,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Responses,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
2793,J908654,d0fa1195-1284-4c5a-a9f4-05cee2fc3425,Shingleton,MI,Alger,359,Rural,America/Detroit,Museum/gallery conservator,1.0,82.0,Regular High School Diploma,Full Time,33186.785,Divorced,Female,No,12.48711483,7,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),5.705637629,160.8266643,602.0049206,3,3,2,3,4,4,3,4
2794,G313318,576d8adc-98e7-48af-9be8-7679cd99f617,South Holland,IL,Cook,22201,Rural,America/Chicago,Community development worker,0.0,52.0,"Some College, Less than 1 Year",Full Time,8716.91,Widowed,Male,Yes,8.319010685,15,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,12.55314844,180.3876112,1357.88248,3,4,2,4,3,4,3,4
2795,C618633,8bfd3d21-1841-478f-bfc7-05de58c9889a,Crawford,MS,Lowndes,1345,Suburban,America/Chicago,"Programmer, multimedia",1.0,66.0,Bachelor's Degree,Full Time,33186.785,Separated,Female,Yes,34.79853584,9,1,0,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),1.0598654570000001,157.4849533,380.7812664,3,2,2,4,1,2,2,5
2796,W979591,9f799c7e-ea6b-43a5-9591-97ab2afa02dc,Benezett,PA,Elk,131,Urban,America/New_York,"Engineer, communications",3.0,82.0,Bachelor's Degree,Full Time,131511.82,Widowed,Male,Yes,9.188761949,7,0,1,,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,13.47613483,172.2192869,1838.415776,3,3,3,4,3,3,5,3
2797,X19182,15075b3b-40a8-45b0-9c8f-5fe07fee7a16,Badger,CA,Tulare,183,Urban,America/Los_Angeles,Art therapist,0.0,83.0,"9th Grade to 12th Grade, No Diploma",Full Time,9396.05,Married,Female,No,12.18509594,8,2,0,No,One year,No,No,None,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),9.88774563,139.5996174,991.6943982,2,3,3,2,5,3,3,4
2798,V920462,a55089b7-6824-4b54-9976-85a6d6b6e37b,Willow Island,NE,Dawson,7,Rural,America/Chicago,Call centre manager,0.0,19.0,Regular High School Diploma,Student,16764.77,Separated,Female,No,15.76021314,15,3,0,Yes,One year,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,No,No,Mailed Check,6.853152001000001,150.01717,1313.3911039999998,5,4,5,3,6,3,4,3
2799,T853519,7d8c77b1-4962-4e3a-9643-c2ea90dee277,Orlando,WV,Lewis,648,Rural,America/New_York,Land,4.0,34.0,GED or Alternative Credential,Student,17263.54,Widowed,Male,Yes,5.7352205629999995,14,0,1,No,Month-to-month,No,Yes,Fiber Optic,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),2.2133423580000002,265.9365938,1018.286618,4,4,2,3,5,2,2,4
2800,B969696,e3d5c19b-6935-4556-b123-66f165301a94,Macon,GA,Bibb,34305,Urban,America/New_York,"Psychologist, educational",2.0,76.0,Bachelor's Degree,Full Time,61325.92,Separated,Female,Yes,10.70069473,12,1,0,No,Two Year,No,No,DSL,No,No,No,No,No,No,Yes,No,Yes,Mailed Check,5.954975156000001,117.5596503,1069.1524570000001,3,4,3,3,3,4,3,3
2801,O465631,cee1ec0c-e61e-4d73-85e1-f6acceb31ab6,Granite Canon,WY,Laramie,198,Rural,America/Denver,Interpreter,0.0,50.0,Master's Degree,Unemployed,33186.785,Divorced,Female,Yes,10.56199078,10,2,0,Yes,Month-to-month,No,No,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Electronic Check,8.316192837000001,127.62631270000001,921.8193418,3,4,4,5,2,4,5,3
2802,G214970,7a21897b-12aa-4079-b263-32669d49566c,Fort Mitchell,AL,Russell,7415,Urban,America/Chicago,"Therapist, nutritional",0.0,36.0,Bachelor's Degree,Full Time,108914.25,Widowed,Male,No,12.30871533,13,1,0,Yes,One year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,8.081085785,242.83488509999998,1387.096942,4,4,4,2,4,4,4,3
2803,H802855,4837c3f2-0e67-43f2-852d-abb70cc6d61d,Spring Glen,PA,Schuylkill,302,Suburban,America/New_York,Health physicist,1.0,53.0,"Some College, 1 or More Years, No Degree",Retired,32202.44,Widowed,Male,Yes,14.39984446,12,0,0,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Mailed Check,5.000015581,202.9557593,1481.311788,3,3,3,5,4,4,3,4
2804,O585815,fea02638-31a1-47bd-88bd-b3ace09a6ece,Mc Cool,MS,Attala,1871,Urban,America/Chicago,Travel agency manager,4.0,53.0,"9th Grade to 12th Grade, No Diploma",Full Time,68517.92,Separated,Female,Yes,38.28306252,12,2,2,,Two Year,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,3.469340841,228.0456733,3382.4240000000004,5,4,4,3,4,3,3,4
2805,O81996,e5dd7bea-900c-46a8-aa31-50beedf83eaf,Lafayette Hill,PA,Montgomery,10911,Urban,America/New_York,"Accountant, chartered management",2.0,56.0,Bachelor's Degree,Full Time,71588.69,Never Married,Female,Yes,13.22311315,6,0,1,Yes,Two Year,No,No,Fiber Optic,No,No,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),7.874578706,210.87889180000002,1215.186143,4,4,3,5,3,4,3,5
2806,G736869,01369ae4-903d-4106-9d9f-516e21e8152e,Odessa,TX,Ector,33960,Rural,America/Chicago,Claims inspector/assessor,3.0,53.0,Master's Degree,Retired,47120.5,Separated,Female,No,12.9462801,21,2,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Credit Card (automatic),11.70115295,125.68246880000001,1131.849487,5,4,5,2,4,2,3,3
2807,W309629,c61698b8-3d05-4b7a-8c7d-16bcecdeff48,Donnellson,IL,Montgomery,393,Suburban,America/Chicago,Glass blower/designer,2.0,37.0,"9th Grade to 12th Grade, No Diploma",Student,14745.74,Never Married,Female,Yes,13.32391278,14,0,0,No,Month-to-month,No,No,DSL,No,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,3.8903187580000003,150.16093590000003,993.4525617,3,2,4,3,5,2,3,3
2808,H775532,37502519-959c-472d-90bf-932acbfd7f84,Wellington,CO,Larimer,11342,Urban,America/Denver,Data scientist,2.0,57.0,Bachelor's Degree,Retired,30535.24,Widowed,Male,No,10.42074097,12,1,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,No,,No,No,Yes,Electronic Check,14.78669896,125.2639537,1404.351494,4,4,4,4,3,4,4,4
2809,E382571,77a697ea-06fd-42b4-81a4-885c5c2b5b29,Danbury,NE,Red Willow,217,Suburban,America/Chicago,"Runner, broadcasting/film/video",1.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,10092.3,Divorced,Female,Yes,38.10379454,12,0,0,,Month-to-month,No,No,None,No,No,Yes,No,No,Yes,Yes,No,Yes,Electronic Check,11.71559187,149.5646791,1283.330518,3,3,3,4,3,4,4,3
2810,K900916,91c9555c-15ee-4864-a3de-3705cffbabf3,Shafter,CA,Kern,21572,Rural,America/Los_Angeles,Curator,1.0,34.0,Regular High School Diploma,Unemployed,33186.785,Widowed,Female,Yes,12.81558341,15,0,0,No,Two Year,No,Yes,Fiber Optic,,Yes,Yes,Yes,No,No,Yes,Yes,No,Mailed Check,4.995373364,266.3177012,1186.5565960000001,6,5,6,3,4,4,3,4
2811,H530265,2fdca39d-79d8-4eca-9735-5b752d48da78,Vancouver,WA,Clark,14318,Rural,America/Los_Angeles,"Editor, commissioning",0.0,53.0,"Some College, Less than 1 Year",Full Time,21988.64,Separated,Female,No,12.31278265,17,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,11.56278112,217.0141324,1325.414246,4,3,4,3,4,3,4,3
2812,J461018,d11fcfa0-38a1-480b-b0f3-5d6969ef183a,Dunn,NC,Harnett,24780,Suburban,America/New_York,Retail manager,2.0,40.0,GED or Alternative Credential,Student,33186.785,Divorced,Female,Yes,7.623079436,9,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,,No,Yes,Yes,Electronic Check,18.74039805,161.70861430000002,1864.692477,5,5,5,3,2,5,5,6
2813,E457135,1f9cb85b-882b-4a81-ae2b-31a0faf19932,Tenafly,NJ,Bergen,14687,Rural,America/New_York,"Engineer, agricultural",2.0,52.0,Nursery School to 8th Grade,Full Time,27902.88,Widowed,Male,No,4.761626517,15,0,0,No,One year,No,No,None,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),8.479464554,147.5223639,1078.756333,5,3,5,5,3,3,3,5
2814,Y285316,e7470011-040b-42ee-a317-1f71176381a9,Durham,CA,Butte,4350,Rural,America/Los_Angeles,"Physicist, medical",2.0,60.0,Associate's Degree,Full Time,32355.4,Divorced,Male,No,9.924340564,10,0,0,No,One year,No,No,None,Yes,Yes,Yes,Yes,Yes,,No,No,Yes,Credit Card (automatic),13.03956748,148.3712949,1501.3754800000002,4,2,4,3,4,5,3,3
2815,F31690,a97efadf-c1f8-44f6-b90e-254fe7f05ab9,Altona,IL,Knox,937,Suburban,America/Chicago,"Administrator, education",3.0,48.0,Master's Degree,Full Time,33186.785,Never Married,Female,No,9.695275373,12,2,1,,Two Year,No,Yes,None,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Mailed Check,4.999130152,174.764205,945.3922234999999,5,5,6,4,3,4,4,4
2816,C440041,7eeae9a9-2a4b-4b30-8910-6f36670c227f,Verner,WV,Mingo,302,Rural,America/New_York,Advice worker,3.0,53.0,Regular High School Diploma,Part Time,6624.45,Married,Female,Yes,12.06670667,10,0,2,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),2.108436379,171.119797,702.1831409,4,5,4,3,4,6,5,3
2817,R633194,4b06aed1-d84b-4eca-a159-7a04c6f85416,Callahan,CA,Siskiyou,145,Urban,America/Los_Angeles,Air traffic controller,0.0,83.0,Bachelor's Degree,Part Time,33186.785,Married,Female,No,12.84974814,9,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,4.848048865,151.8072946,458.14254789999995,1,1,2,5,3,2,3,3
2818,H673597,bdffcd4d-432b-4c79-abd3-41cccf8dd6d8,East Berkshire,VT,Franklin,77,Rural,America/New_York,Social researcher,1.0,74.0,"Some College, Less than 1 Year",Part Time,26735.83,Widowed,Male,No,11.01915635,10,1,3,Yes,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,No,Electronic Check,14.06379093,138.8959507,1271.791514,5,3,5,4,5,2,3,3
2819,P37481,012a5ba1-cf4c-4231-945c-8a18009bee01,Nederland,CO,Boulder,3739,Rural,America/Denver,Therapeutic radiographer,1.0,28.0,"Some College, 1 or More Years, No Degree",Part Time,21837.62,Never Married,Male,Yes,13.8061219,8,1,1,No,One year,Yes,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,36.19603,221.41684669999998,3382.4240000000004,4,3,4,3,4,4,3,5
2820,D856880,e2e52721-c48a-46f5-b5a0-087f55b91851,Wallingford,IA,Emmet,338,Rural,America/Chicago,Patent examiner,8.0,53.0,Bachelor's Degree,Full Time,7585.29,Divorced,Male,Yes,10.63387274,11,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,11.20750014,186.5391413,1977.058574,2,3,3,3,3,2,3,2
2821,V57129,233669f9-4d7d-4029-88ef-cd8e386f754d,San Francisco,CA,San Francisco,3620,Rural,America/Los_Angeles,"Engineer, site",1.0,80.0,Master's Degree,Full Time,44055.54,Separated,Female,No,3.2246225639999997,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),7.837877897,230.4550974,1152.27854,3,3,3,5,2,4,5,4
2822,P790445,aa388891-794e-47e3-a337-cd58d6273ff5,Houston,TX,Harris,25607,Suburban,America/Chicago,Marketing executive,1.0,50.0,Bachelor's Degree,Student,17442.95,Divorced,Male,Yes,7.219410557000001,11,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic Check,4.845810524,223.0618797,3382.4240000000004,2,3,2,3,3,3,4,4
2823,R714826,28e5557f-ccc4-4ffc-9bbc-6b88e9e8352e,West Point,NE,Cuming,4406,Suburban,America/Chicago,"Designer, fashion/clothing",5.0,81.0,"Some College, Less than 1 Year",Full Time,24923.55,Separated,Female,No,4.91361363,16,1,1,No,Two Year,Yes,Yes,None,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Electronic Check,3.852240839,150.2740465,3382.4240000000004,3,2,4,4,3,5,3,4
2824,H722651,9f24a56a-6323-46b9-b995-60647b2cc526,Grafton,ND,Walsh,5264,Rural,America/Chicago,"Engineer, electronics",3.0,21.0,Regular High School Diploma,Unemployed,92155.37,Divorced,Male,Yes,14.28133153,5,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Mailed Check,11.55831086,193.74230930000002,1538.8879650000001,3,3,2,3,4,3,4,4
2825,Y816622,38a6374b-a468-4fd4-a8fe-2bc0cadbac51,Spencer,ID,Clark,24,Rural,America/Boise,Planning and development surveyor,4.0,55.0,Regular High School Diploma,Full Time,13638.96,Married,Female,No,38.75084954,18,1,0,No,Two Year,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,No,No,Electronic Check,5.389465888999999,172.09503569999998,1322.429941,2,2,2,3,2,2,2,3
2826,U385565,63bd7d55-b012-4298-8793-ae75f59a5fd1,Johnstown,PA,Cambria,3417,Suburban,America/New_York,"Nurse, learning disability",0.0,53.0,GED or Alternative Credential,Full Time,14921.92,Divorced,Male,No,12.04401388,12,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,No,No,Mailed Check,10.93328741,151.9833362,1167.924948,4,4,4,3,3,4,3,5
2827,R935213,b4ee9421-58a0-4113-b65f-6198ca13240f,Orlando,FL,Orange,46545,Rural,America/New_York,Film/video editor,1.0,68.0,Regular High School Diploma,Part Time,33186.785,Married,Male,Yes,11.53114401,13,0,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,8.259716315,253.84202200000001,1380.765825,4,4,4,3,3,4,5,2
2828,M05412,4365249f-51fe-4a21-8730-8d70e766153c,Park City,UT,Summit,8488,Suburban,America/Denver,"Engineer, maintenance",0.0,47.0,Associate's Degree,Full Time,3004.46,Divorced,Male,Yes,7.934562927999999,14,0,0,,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,No,Electronic Check,3.15776722,173.7924839,675.3184526,3,2,4,3,5,2,2,4
2829,Y216514,fa70f826-ba15-4776-bc64-bda67a7df772,Albuquerque,NM,Bernalillo,15521,Rural,America/Denver,Media planner,1.0,53.0,Bachelor's Degree,Part Time,33186.785,Never Married,Female,Yes,16.28494658,12,0,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,,No,Yes,Yes,Electronic Check,2.185046872,161.85241069999998,472.14397230000003,1,2,2,3,3,2,3,3
2830,U998688,6f6abf96-4afa-4892-b254-d63624bae4ca,New York,NY,New York,0,Rural,America/New_York,Database administrator,1.0,42.0,"9th Grade to 12th Grade, No Diploma",Retired,47463.53,Married,Female,Yes,10.21423087,12,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),4.61244199,235.2023974,1114.048401,4,3,3,5,3,3,4,4
2831,K411031,fe8024d0-6a8a-4558-9839-6ea0f017efee,Piru,CA,Ventura,2007,Rural,America/Los_Angeles,Jewellery designer,0.0,85.0,Master's Degree,Full Time,49295.81,Divorced,Female,No,9.873866579,14,1,1,,Month-to-month,No,No,None,Yes,No,No,No,No,Yes,Yes,No,Yes,Electronic Check,10.75614291,116.2894199,962.3016029999999,5,4,4,4,3,4,4,5
2832,M78179,cc20abeb-7385-4dbe-bfea-cbb68fced9dd,West Branch,IA,Cedar,3525,Rural,America/Chicago,Ship broker,4.0,49.0,GED or Alternative Credential,Full Time,146951.6,Widowed,Female,No,7.652321521,13,1,0,,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Credit Card (automatic),14.37480684,172.26498830000003,3382.4240000000004,4,4,3,3,4,3,3,3
2833,P20993,d8284994-9703-45ff-8be9-4b4c87b6b75c,Floral City,FL,Citrus,8225,Urban,America/New_York,"Administrator, sports",0.0,83.0,Regular High School Diploma,Unemployed,33186.785,Married,Female,No,9.877531649,13,0,2,,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),5.447688782999999,231.2240333,885.0263451,5,4,5,2,5,3,3,3
2834,W370012,09e811cb-5044-4ed9-9dd9-5d6cb6fcb1fe,Saint Louis,MO,St. Louis,11371,Suburban,America/Chicago,Consulting civil engineer,2.0,87.0,Master's Degree,Full Time,32526.64,Divorced,Male,Yes,1.78889785,14,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,,Yes,No,Yes,Mailed Check,12.29962414,184.3110471,1418.813901,3,3,1,5,2,4,4,3
2835,Q674118,e85e8227-2b38-4b53-88fb-2dbcd51380ac,Byromville,GA,Dooly,1132,Rural,America/New_York,"Surveyor, planning and development",4.0,53.0,Associate's Degree,Full Time,9612.82,Divorced,Female,No,9.840099532,7,0,0,,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Mailed Check,12.57562686,125.48859669999999,1185.107111,3,4,3,6,2,5,7,4
2836,F415956,ab9d3a87-e019-4a9a-bb93-b2ae2b92ea81,Rustburg,VA,Campbell,9982,Urban,America/New_York,"Teacher, primary school",4.0,76.0,Bachelor's Degree,Full Time,33186.785,Never Married,Male,No,9.076253293999999,14,0,1,No,Two Year,No,No,None,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Mailed Check,7.606098597000001,155.5356287,1072.186545,2,1,3,4,3,2,3,3
2837,M312951,78b631b3-13bb-4c9f-9bf6-459f94c3920d,Sycamore,GA,Turner,1788,Rural,America/New_York,Professor Emeritus,3.0,56.0,Regular High School Diploma,Full Time,25315.36,Widowed,Female,Yes,11.22110691,15,1,0,No,Month-to-month,No,No,None,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Mailed Check,6.79324042,191.4716904,1161.691491,4,4,4,4,3,4,4,3
2838,Q662651,6c5401d1-e238-46bc-96ee-a4b3ce7a1b21,Tryon,OK,Lincoln,1268,Urban,America/Chicago,Building control surveyor,2.0,53.0,Regular High School Diploma,Unemployed,33186.785,Widowed,Female,No,8.928362624,11,4,0,No,Two Year,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Credit Card (automatic),4.753084079,163.72244819999997,1206.589518,3,3,2,6,4,2,3,3
2839,C336869,e4f5588c-84b9-4eb6-b85d-f8379541530a,Toms Brook,VA,Shenandoah,1955,Urban,America/New_York,Regulatory affairs officer,1.0,45.0,Regular High School Diploma,Full Time,48327.1,Married,Male,No,10.47819347,8,1,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,21.08780045,175.8848366,2588.430434,3,2,5,4,3,4,4,4
2840,A538839,fa33bfde-0052-4ab1-a5eb-3af21ddfeae7,Bismarck,MO,St. Francois,3867,Suburban,America/Chicago,"Pharmacist, hospital",0.0,53.0,Regular High School Diploma,Unemployed,38793.75,Widowed,Female,Yes,12.17126456,8,1,0,,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,15.33273797,233.4783358,1983.300598,3,4,3,4,4,5,3,4
2841,W912425,d6924e2a-d9e2-453f-a30e-7be87c73b10e,Fisher,WV,Hardy,1061,Urban,America/New_York,Travel agency manager,2.0,32.0,"9th Grade to 12th Grade, No Diploma",Full Time,58157.76,Never Married,Female,No,13.524592000000002,13,1,1,,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,11.47008108,170.7069182,1323.764927,4,3,3,4,2,3,5,4
2842,O996932,fe97e35d-83cd-4bc6-86e0-270729c88148,Crystal Falls,MI,Iron,4212,Urban,America/Menominee,Investment analyst,0.0,23.0,"Some College, Less than 1 Year",Full Time,33186.785,Never Married,Male,No,7.633109286,15,0,0,,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,3.631023805,112.25340459999998,463.9097938,2,1,2,6,2,4,3,5
2843,Z767061,4c5ca2f5-0617-44b5-bd62-0ad772c4893c,Drexel,MO,Cass,2159,Rural,America/Chicago,Research scientist (physical sciences),1.0,53.0,"9th Grade to 12th Grade, No Diploma",Full Time,30493.16,Divorced,Male,Yes,12.09660735,13,2,0,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,36.19603,221.11981009999997,2794.920011,3,2,3,4,2,4,5,4
2844,S191552,1f146c33-ee1a-4a4a-9f6b-84dc0eca3d69,Hudson,IN,Steuben,2467,Rural,America/Indiana/Indianapolis,Occupational psychologist,2.0,20.0,"9th Grade to 12th Grade, No Diploma",Unemployed,37555.8,Divorced,Female,Yes,6.640935621000001,11,3,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),13.2155429,221.1946949,2181.086069,4,3,4,3,5,4,3,2
2845,G244590,8431273e-bf73-4e2e-a34b-0b6b8e84b443,Kilbourne,OH,Delaware,19,Urban,America/New_York,"Solicitor, Scotland",1.0,67.0,Bachelor's Degree,Full Time,24322.78,Married,Male,Yes,14.59011784,8,3,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Electronic Check,15.97096095,152.04349419999997,1993.401196,5,5,4,4,2,5,5,4
2846,E566674,694c9ee0-c767-4ae7-986a-45a80fa524fe,Hartington,NE,Cedar,2983,Suburban,America/Chicago,"Accountant, chartered public finance",3.0,61.0,Nursery School to 8th Grade,Full Time,33186.785,Widowed,Male,No,8.052784625,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,,No,No,No,Mailed Check,8.023899662,159.42153100000002,867.8924387,4,4,4,3,3,5,4,4
2847,J653677,ccc1002d-6dfa-4d6b-a863-e8f1c077cecb,Fort Necessity,LA,Franklin,194,Rural,America/Chicago,Chief Operating Officer,3.0,76.0,Regular High School Diploma,Part Time,54067.41,Divorced,Male,Yes,9.806352776,15,1,0,,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Credit Card (automatic),5.448171976,224.49861119999997,3382.4240000000004,3,3,4,4,3,3,4,3
2848,C28344,552030d4-be0c-400b-aefa-efeec911e356,Wallagrass,ME,Aroostook,568,Rural,America/New_York,"Designer, television/film set",3.0,53.0,Master's Degree,Full Time,37185.6,Divorced,Male,No,14.19235527,9,1,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Electronic Check,8.306217569,166.19872949999998,1064.5957039999998,3,3,3,4,3,3,2,4
2849,H525851,5ad6a348-ac19-44d6-9b6a-ab3a8def3e48,Antlers,OK,Pushmataha,6022,Suburban,America/Chicago,Network engineer,1.0,53.0,"9th Grade to 12th Grade, No Diploma",Full Time,56243.26,Separated,Female,Yes,10.19261203,16,2,0,No,One year,No,Yes,None,Yes,Yes,No,No,No,,Yes,Yes,No,Electronic Check,3.600681859,207.847992,935.8715835,2,2,2,2,5,1,2,2
2850,H609180,578c1937-3141-4d1a-ac2d-65785f8aa777,Manitowish Waters,WI,Vilas,823,Suburban,America/Chicago,Orthoptist,2.0,55.0,Associate's Degree,Full Time,33186.785,Widowed,Female,Yes,6.970637777,14,2,0,No,Month-to-month,No,No,None,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),4.459993394,223.17731899999998,1014.955092,4,5,4,4,1,6,4,5
2851,C885204,54e268cc-a832-4a75-829e-300e0d320019,Minneapolis,MN,Hennepin,31758,Urban,America/Chicago,Quarry manager,1.0,53.0,"Some College, 1 or More Years, No Degree",Student,145163.14,Divorced,Female,No,8.052853545,5,1,1,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Mailed Check,11.40421301,159.9877574,1603.711289,3,3,2,2,4,4,4,4
2852,F934616,ba7f925d-e255-48c2-bc3d-8f2a3c46e1e4,Bradshaw,WV,McDowell,767,Suburban,America/New_York,Travel agency manager,4.0,25.0,No Schooling Completed,Student,27102.45,Separated,Female,Yes,10.48501781,15,0,1,,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),36.19603,168.837975,3382.4240000000004,3,3,2,4,4,3,3,3
2853,W896687,3ebce3c7-b995-436a-942d-36d34c71b237,San Diego,TX,Duval,5622,Urban,America/Chicago,Illustrator,1.0,37.0,Bachelor's Degree,Full Time,27803.88,Widowed,Male,No,10.92627799,6,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),9.546909297000001,204.5388022,1264.373724,4,4,5,4,4,5,4,4
2854,D556193,2255353d-68df-48e2-b169-9c7214ed55f4,Leesville,LA,Vernon,22127,Rural,America/Chicago,"Engineer, drilling",3.0,65.0,Master's Degree,Full Time,34421.07,Divorced,Male,Yes,8.687163997999999,16,3,0,No,Month-to-month,No,Yes,None,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,4.424082505,243.87416499999998,1151.054935,5,5,5,3,3,5,5,4
2855,L658290,38e686b5-7995-413c-afa8-1d0f849c9642,Chinook,WA,Pacific,154,Rural,America/Los_Angeles,Risk manager,3.0,73.0,Associate's Degree,Full Time,43334.45,Separated,Male,Yes,8.568106075,12,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,1.462470606,170.83175459999998,447.1773574,4,5,6,3,4,5,2,4
2856,S245723,6928878e-c96a-44a5-9133-43e23f9f1863,Akron,OH,Summit,22425,Urban,America/New_York,Dance movement psychotherapist,3.0,79.0,Bachelor's Degree,Full Time,27777.59,Divorced,Male,Yes,3.744602876,10,0,0,,Month-to-month,Yes,No,None,No,Yes,No,Yes,Yes,,No,Yes,Yes,Credit Card (automatic),9.95247618,179.9069882,1301.393401,4,5,5,4,2,4,5,5
